@relation 'city_day-weka.filters.unsupervised.attribute.NumericCleaner-min1.0E-9-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C5-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C6-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C8-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C9-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C11-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C14-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C15-Lfirst-last-M-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C18-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C17-Llast-weka.filters.unsupervised.attribute.Remove-R17-18-weka.filters.unsupervised.attribute.NominalToBinary-R1-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,9-10,12,14,16-18,20-21,23-25-weka.filters.unsupervised.attribute.NumericToNominal-R1-9-weka.filters.unsupervised.attribute.Remove-R18,20,22-weka.filters.unsupervised.attribute.ClassAssigner-Clast'

@attribute City=Amaravati {0,1}
@attribute City=Amritsar {0,1}
@attribute City=Chandigarh {0,1}
@attribute City=Delhi {0,1}
@attribute City=Gurugram {0,1}
@attribute City=Hyderabad {0,1}
@attribute City=Kolkata {0,1}
@attribute City=Patna {0,1}
@attribute City=Visakhapatnam {0,1}
@attribute Date date yyyy-MM-dd
@attribute PM2.5 numeric
@attribute PM10 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute O3 numeric
@attribute Toluene numeric
@attribute AQI numeric
@attribute AQI_Bucket {Poor,'Very Poor',Severe,Moderate,Satisfactory,Good}

@data
0,0,0,0,0,1,0,0,0,2019-02-16,48.34,103.18,8.06,46.78,30.37,18.61,0.64,28.7,19.35,91,Satisfactory
0,0,0,0,0,1,0,0,0,2019-02-17,45.12,94.43,4.42,44.87,27.3,18.23,0.55,26.53,18.63,101,Moderate
0,0,0,0,0,1,0,0,0,2019-02-18,65.14,136.33,10.09,51.92,34.94,19.36,0.73,34.67,28.29,109,Moderate
0,0,0,0,0,1,0,0,0,2019-02-19,55.8,113.45,4,38.85,23.75,14.51,0.56,31.04,11.39,123,Moderate
0,0,0,0,0,1,0,0,0,2019-02-20,35.07,79.95,4.53,31.3,19.71,12.87,0.47,22.5,4.36,87,Satisfactory
0,0,0,0,0,1,0,0,0,2019-02-21,39.32,89.56,4.07,35.72,22.13,12.13,0.54,27.44,6.5,82,Satisfactory
0,0,0,0,0,1,0,0,0,2019-02-22,44.63,107.69,4.93,43.43,26.97,14.51,0.64,29.65,6.53,94,Satisfactory
0,0,0,0,0,1,0,0,0,2019-02-23,57.13,133.36,4.92,51.31,31.15,17.74,0.71,32.58,16.22,115,Moderate
0,0,0,0,0,1,0,0,0,2019-02-24,46.64,104.32,4.04,39.75,24.27,12.82,0.57,33.16,11.14,114,Moderate
0,0,0,0,0,1,0,0,0,2019-02-25,49.41,119.44,2.39,37.02,21.5,14.39,0.52,35.68,15.46,100,Satisfactory
0,0,0,0,0,1,0,0,0,2019-02-26,54.83,136.81,5.65,46.58,28.73,16.45,0.58,28.01,31.48,117,Moderate
0,0,0,0,0,1,0,0,0,2019-02-28,50.34,127.96,3.77,37.89,23.07,14.67,0.52,29.24,24.56,112,Moderate
0,0,0,0,0,1,0,0,0,2019-03-01,55.59,129.12,5.27,45.3,27.68,14.27,0.6,26.37,16.23,120,Moderate
0,0,0,0,0,1,0,0,0,2019-03-02,33.05,72.5,4.5,30.47,18.95,12.6,0.44,23.5,5.96,85,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-03,35.27,68.92,3.83,28.79,17.94,10.72,0.5,25.1,6.54,68,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-04,40.97,95.61,3.81,34.92,21.47,12.87,0.6,33.65,13.82,80,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-08,66.34,154.68,4.56,45.68,27.4,19.37,0.67,32.16,28.93,143,Moderate
0,0,0,0,0,1,0,0,0,2019-03-09,49.68,118.38,5.08,39.57,24.61,15.47,0.62,26.07,11.43,122,Moderate
0,0,0,0,0,1,0,0,0,2019-03-10,45.2,108.68,5.39,32.1,21.43,14.75,0.44,26.28,5.87,102,Moderate
0,0,0,0,0,1,0,0,0,2019-03-11,36.59,95.23,5.19,29.5,19.8,12.63,0.41,26.75,5.38,92,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-12,40.84,105.87,4.43,30.23,19.1,12.65,0.41,29,8.04,97,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-13,41.23,112.41,3.02,30.87,18.66,10.46,0.5,35.6,7.24,101,Moderate
0,0,0,0,0,1,0,0,0,2019-03-14,41.63,110.33,3.87,34.6,20.9,10.64,0.44,32.13,9.19,101,Moderate
0,0,0,0,0,1,0,0,0,2019-03-15,48.94,121.89,4.66,35.69,22.04,14.58,0.57,32.17,9.95,104,Moderate
0,0,0,0,0,1,0,0,0,2019-03-16,39.06,110,3.66,31.2,18.97,12.57,0.71,33.27,6.18,101,Moderate
0,0,0,0,0,1,0,0,0,2019-03-17,37.73,95.18,3.61,31.16,19.29,14.01,0.54,25.92,6.08,97,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-18,39.82,102.44,3.39,36.09,21.62,14.37,0.57,30.19,11.28,93,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-19,30.77,74.26,3.75,29.56,18.12,13.61,0.58,26.68,5.9,85,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-20,41.63,94.54,7.42,30.7,21.63,15.75,0.58,27.83,6,86,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-21,41.06,90.51,2.57,26.62,16.05,18.76,0.66,31.53,5.35,95,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-22,36.35,86.97,2.47,28.41,16.94,14.34,0.59,30.83,11.6,87,Satisfactory
0,0,0,0,0,1,0,0,0,2019-03-23,43.36,111.13,3.68,37.47,22.74,13.78,0.73,31.37,15.13,101,Moderate
0,0,0,0,0,1,0,0,0,2019-03-24,50.52,118.89,3.99,36.62,22.14,14.17,0.69,34.52,14.78,111,Moderate
0,0,0,0,0,1,0,0,0,2019-03-25,50.06,117.86,4.11,38.91,23.8,13.23,0.71,34.56,9.53,107,Moderate
0,0,0,0,0,1,0,0,0,2019-03-26,51.5,123.44,5.91,40.1,25.55,14.37,0.74,31.57,15.13,113,Moderate
0,0,0,0,0,1,0,0,0,2019-03-27,48.51,115.06,4.51,36.61,22.44,15.65,0.65,34.62,12.88,107,Moderate
0,0,0,0,0,1,0,0,0,2019-03-28,55.2,136.99,3.57,40.49,24.28,15.37,0.74,36.1,19.35,114,Moderate
0,0,0,0,0,1,0,0,0,2019-03-29,59.8,146.25,5.28,47.46,28.9,17.95,0.79,37.07,18.76,127,Moderate
0,0,0,0,0,1,0,0,0,2019-03-30,59.21,140.7,3.97,37.75,22.57,16.4,0.81,41.34,11.34,132,Moderate
0,0,0,0,0,1,0,0,0,2019-03-31,48.49,137.92,2.93,34.71,20.48,19.61,0.71,38.94,8.01,124,Moderate
0,0,0,0,0,1,0,0,0,2019-04-01,37.8,115.93,5.39,36.39,22.71,15.9,0.56,36.69,13.07,106,Moderate
0,0,0,0,0,1,0,0,0,2019-04-02,43.82,119.4,4.29,35.96,22.45,16.27,0.59,40.44,13.25,114,Moderate
0,0,0,0,0,1,0,0,0,2019-04-03,45.6,116.3,4.55,34.95,22.16,16.25,0.67,36.41,11.7,106,Moderate
0,0,0,0,0,1,0,0,0,2019-04-04,39.01,104.02,4.71,32.84,21.16,14.24,0.58,34.99,9.57,102,Moderate
0,0,0,0,0,1,0,0,0,2019-04-05,31.28,84.24,2.63,27.38,16.5,14.06,0.46,53.76,11.96,93,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-06,37.69,80.2,5.95,34.78,23.18,15.89,0.57,43.5,12.54,89,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-07,33.48,79.56,3.5,25.54,16.22,14.29,0.48,41.68,7.16,78,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-08,33.08,85.8,4.7,34.43,21.92,13.2,0.68,34.53,7.86,80,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-09,40.63,99.2,6.5,41.49,27.11,16.04,0.75,29.18,12.75,91,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-10,42.14,105.98,7.75,41.35,28.05,13.09,0.77,31.83,14.18,100,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-11,31.45,73.52,3.62,29.76,18.56,12.4,0.51,32.91,10.04,87,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-12,36.35,98.89,3.8,32.58,20.25,12.85,0.54,42.54,12.47,82,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-13,32.69,82.36,3.97,40.08,24.09,12.16,0.63,46,15.23,91,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-14,41,102.32,4.6,41.38,25.55,12.37,0.67,37.66,15.01,102,Moderate
0,0,0,0,0,1,0,0,0,2019-04-15,37.57,97.74,3.48,35.15,21.37,11.56,0.54,39.51,9,95,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-16,39.47,111.85,3.88,34.63,20.98,12.53,0.55,47,12.24,104,Moderate
0,0,0,0,0,1,0,0,0,2019-04-17,33.26,87.34,3.07,28.9,17.74,11.91,0.5,40.01,9.89,91,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-18,43.07,109.83,3.22,33.19,20.12,14.45,0.61,42.42,14.37,96,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-19,30.74,67.2,2.92,30.7,18.5,12.78,0.51,42.07,8.95,94,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-20,25.52,60.36,2.9,28.22,17.19,13.04,0.54,37.92,7.59,69,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-21,24.77,59.67,2.78,25.56,15.12,11.97,0.5,39.44,3.95,69,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-22,27.5,61.15,2.68,26.94,16.33,11.99,0.53,42.82,3.95,70,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-23,34.65,83.12,6.98,38.86,26.08,14.05,0.77,45.19,8.79,96,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-24,29.87,81.6,2.89,32.63,19.38,10.98,0.6,46.82,8.4,92,Satisfactory
0,0,0,0,0,1,0,0,0,2019-04-25,36.16,98.68,4.14,34.65,21.2,11.81,0.65,49.41,14.14,102,Moderate
0,0,0,0,0,1,0,0,0,2019-04-26,43.87,116.45,3.31,30.94,18.98,13.17,0.6,61.91,11.53,108,Moderate
0,0,0,0,0,1,0,0,0,2019-04-27,51.92,134.45,4.83,37.2,23.05,15.48,0.71,54.12,14.25,124,Moderate
0,0,0,0,0,1,0,0,0,2019-04-28,41.82,112.97,3.04,27.4,16.87,11.89,0.6,46.78,9.22,112,Moderate
0,0,0,0,0,1,0,0,0,2019-04-29,39.66,98.53,3.67,26.75,16.3,12.63,0.63,48.48,5.41,103,Moderate
0,0,0,0,0,1,0,0,0,2019-04-30,38.87,101.79,2.19,24.08,14.32,13.06,0.58,45.87,5.35,98,Satisfactory
0,0,0,0,0,1,0,0,0,2019-05-01,36.43,111.66,2.86,24.25,15.02,15.53,0.56,40.78,4.44,96,Satisfactory
0,0,0,0,0,1,0,0,0,2019-05-02,38.41,141.06,3.1,26.61,16.47,10.86,0.49,41.64,7.24,111,Moderate
0,0,0,0,0,1,0,0,0,2019-05-03,36.05,146.83,1.46,23.87,13.67,16.18,0.43,47.23,4.57,119,Moderate
0,0,0,0,0,1,0,0,0,2019-05-04,32.12,123.19,1.55,25.55,14.72,20.57,0.48,42.01,5.53,110,Moderate
0,0,0,0,0,1,0,0,0,2019-05-05,36.53,126.81,3.4,32.84,20.05,27.01,0.53,36.18,10.37,106,Moderate
0,0,0,0,0,1,0,0,0,2019-05-06,43.68,135.12,6.78,41.05,26.43,22.07,0.8,33.27,26.06,118,Moderate
0,0,0,0,0,1,0,0,0,2019-05-08,47.23,152.96,5.38,42.65,26.82,20.71,0.78,39.92,33.18,133,Moderate
0,0,0,0,0,1,0,0,0,2019-05-11,48.29,136.64,1.98,27.81,16.23,20.92,0.72,47.78,28.16,121,Moderate
0,0,0,0,0,1,0,0,0,2019-05-12,37.24,95.62,1.63,24.18,13.98,16.92,0.59,52.22,9.3,104,Moderate
0,0,0,0,0,1,0,0,0,2019-05-13,41.34,108.46,2.28,26.81,15.97,16.18,0.62,52.29,13.6,109,Moderate
0,0,0,0,0,1,0,0,0,2019-05-14,38.89,105.12,1.7,24.57,14.31,14.93,0.5,55.14,13.72,98,Satisfactory
0,0,0,0,0,1,0,0,0,2019-05-15,42.5,110.8,2.31,28.26,16.76,14.87,0.63,45.58,13.49,110,Moderate
0,0,0,0,0,1,0,0,0,2019-05-16,36.62,102.17,3.4,28.08,17.53,16.04,0.61,38.79,22.47,93,Satisfactory
0,0,0,0,0,1,0,0,0,2019-05-17,43.35,123.1,2.41,25.97,15.54,15.96,0.59,42.46,23.06,109,Moderate
0,0,0,0,0,1,0,0,0,2019-05-18,48.5,144.54,3.83,29.47,18.66,16.88,0.63,37.63,21.82,112,Moderate
0,0,0,0,0,1,0,0,0,2019-05-19,55.84,158.9,7.38,39.35,26.81,16.8,0.84,40.31,34.93,134,Moderate
0,0,0,0,0,1,0,0,0,2019-05-20,48.9,124.74,1.7,22.09,12.98,16.66,0.58,52.92,11.18,120,Moderate
0,0,0,0,0,1,0,0,0,2019-05-21,43.6,114.83,2.23,20.39,12.46,13.28,0.5,53.16,7.83,111,Moderate
0,0,0,0,0,1,0,0,0,2019-05-22,36.78,94.33,1.8,22.19,13.11,12.62,0.51,56.64,9.83,109,Moderate
0,0,0,0,0,1,0,0,0,2019-05-23,44.73,111.01,1.73,21.49,12.57,12.13,0.53,53.87,6.1,104,Moderate
0,0,0,0,0,1,0,0,0,2019-05-24,37.62,92.55,3.72,24.68,16.07,11.42,0.63,50.74,8.55,92,Satisfactory
0,0,0,0,0,1,0,0,0,2019-05-25,46.56,128.82,5.68,33.57,22.03,12.5,0.68,41.11,12.41,112,Moderate
0,0,0,0,0,1,0,0,0,2019-05-26,49.91,144.06,7.15,44.65,29.48,16.25,0.82,36.25,19.3,124,Moderate
0,0,0,0,0,1,0,0,0,2019-05-27,41.93,124.03,3.57,32.43,19.84,19.38,0.56,38.17,13.43,114,Moderate
0,0,0,0,0,1,0,0,0,2019-05-28,41.88,128.79,2.92,33.95,20.36,17.33,0.6,42.15,10.47,112,Moderate
0,0,0,0,0,1,0,0,0,2019-05-29,52.22,148.7,3.2,41.52,24.53,18.68,0.79,47.71,20.27,124,Moderate
0,0,0,0,0,1,0,0,0,2019-05-30,42.3,120.31,2.69,23.98,14.72,16.58,0.56,55.34,6.02,119,Moderate
0,0,0,0,0,1,0,0,0,2019-05-31,39.47,107.63,1.69,24.28,14.16,12.37,0.59,48.05,6.15,105,Moderate
0,0,0,0,0,1,0,0,0,2019-06-01,34.95,95.7,2.3,25.81,15.41,12.64,0.54,45.42,6.95,95,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-02,44.33,127.37,3.35,30.78,19,11.35,0.66,42,12.26,111,Moderate
0,0,0,0,0,1,0,0,0,2019-06-03,27.67,71.14,2.01,19.27,11.76,12.06,0.44,39.38,2.78,91,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-04,24.01,54.95,1.65,23.84,13.87,12.54,0.42,49.99,4.6,75,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-05,35.63,92.7,2.79,30.32,18.23,15.16,0.61,46.52,4.29,86,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-06,35.67,104.77,1.72,23.98,14.13,13.39,0.43,52.02,5.41,103,Moderate
0,0,0,0,0,1,0,0,0,2019-06-07,28.41,68.55,1.8,22.08,13.13,12.67,0.47,59.34,6.24,89,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-08,32.08,65.33,2.93,30.99,18.87,13.21,0.69,50.4,10.11,78,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-09,31.14,67.58,1.98,23.4,14.06,15.79,0.45,54.96,4.54,88,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-10,23.71,54.49,1.79,20.71,12.49,13.74,0.43,54.44,3.12,75,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-11,12.39,38.63,2.03,19.18,11.83,9.94,0.36,38.66,5.28,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-12,8.7,31.33,1.64,15.47,9.48,7.84,0.32,34.8,1.13,48,Good
0,0,0,0,0,1,0,0,0,2019-06-13,11.21,28.99,2.12,17.24,10.7,11.45,0.32,25.66,0.94,39,Good
0,0,0,0,0,1,0,0,0,2019-06-14,15.94,40.79,1.83,14.46,8.74,7.89,0.32,25.63,0.86,40,Good
0,0,0,0,0,1,0,0,0,2019-06-15,22.29,62.18,2.25,13.52,8.08,9.4,0.31,25.28,1.3,55,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-16,19.58,61.02,1.62,9.26,5,7.41,0.29,25.32,1.19,57,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-17,23.78,73.19,1.95,12.02,7.2,13.91,0.32,22.92,1.78,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-18,22.29,62.52,1.87,10.98,6.91,16.79,0.32,25.52,1.91,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-19,21.59,63.26,1.98,11.54,7.22,8.03,0.33,26.23,0.91,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-20,18.96,56.2,1.96,11.05,7.2,10.23,0.32,27.66,1.45,54,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-21,28.11,64.68,2.89,16.83,11,7.62,0.42,29.42,5.71,65,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-22,24.75,40.82,1.95,15.01,9.47,11.75,0.36,33.89,3.9,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-23,26.44,48.17,2.34,19.64,12.24,9.98,0.46,25.89,4.58,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-24,25.45,48.67,2.43,19.86,12.15,10.58,0.48,31.78,7.41,62,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-25,27,52.03,3.58,23.58,14.72,18.18,0.56,28.48,8.92,62,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-26,18.07,38.92,2.21,13.79,8.97,16.82,0.29,25.99,3.19,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-06-27,9.85,25.11,2.18,11.88,7.95,10.9,0.27,26.41,0.84,38,Good
0,0,0,0,0,1,0,0,0,2019-06-28,9.89,21.02,1.94,9.71,6.9,7.43,0.34,24.92,0.7,35,Good
0,0,0,0,0,1,0,0,0,2019-06-29,12.75,24.02,2.15,13.54,8.61,7.07,0.34,21.45,1,35,Good
0,0,0,0,0,1,0,0,0,2019-06-30,18.55,35.16,2.28,16.94,9.97,15.94,0.34,24,2.43,39,Good
0,0,0,0,0,1,0,0,0,2019-07-01,18.32,38.86,2.64,14.66,8.9,15.43,0.35,21.07,1.89,44,Good
0,0,0,0,0,1,0,0,0,2019-07-02,17.75,29.98,2.93,14.34,8.62,9.48,0.36,17.96,1.12,36,Good
0,0,0,0,0,1,0,0,0,2019-07-03,20.08,45.27,2.08,12.48,7.4,7.7,0.35,19.24,2.06,46,Good
0,0,0,0,0,1,0,0,0,2019-07-04,17.71,38.88,2.08,13.84,8.29,8.77,0.36,18.73,1.19,49,Good
0,0,0,0,0,1,0,0,0,2019-07-05,16.27,33.26,2.18,13.5,8.12,7.13,0.37,17.83,1.58,46,Good
0,0,0,0,0,1,0,0,0,2019-07-06,15.95,38.56,1.88,8.82,5.39,5.7,0.39,19.48,1.44,42,Good
0,0,0,0,0,1,0,0,0,2019-07-07,15.22,37.91,1.61,7.09,4.34,5.32,0.36,20.16,1.88,47,Good
0,0,0,0,0,1,0,0,0,2019-07-08,16.51,44.22,1.98,10.33,6.2,6.61,0.34,16.37,0.28,36,Good
0,0,0,0,0,1,0,0,0,2019-07-09,15.35,34.76,2.34,10.7,6.72,5.67,0.35,16.83,0.47,43,Good
0,0,0,0,0,1,0,0,0,2019-07-10,12.67,31.67,2.39,9.99,6.38,4.88,0.33,16.24,0.23,36,Good
0,0,0,0,0,1,0,0,0,2019-07-11,16.54,39.46,2.57,12.01,7.99,8.42,0.35,16.63,0.79,40,Good
0,0,0,0,0,1,0,0,0,2019-07-12,18.41,39.59,3.63,15.07,10.1,13.38,0.42,16.69,2.87,45,Good
0,0,0,0,0,1,0,0,0,2019-07-13,12.8,34.14,3.74,12.2,9.79,8.86,0.35,17.36,1.27,46,Good
0,0,0,0,0,1,0,0,0,2019-07-14,14.43,42.52,3.72,14.78,10.4,4.83,0.39,16.68,3.49,36,Good
0,0,0,0,0,1,0,0,0,2019-07-15,15.96,40.84,4.06,13.46,10.75,7.26,0.39,18.62,3.24,44,Good
0,0,0,0,0,1,0,0,0,2019-07-16,24.07,72.98,8.34,15.32,14.47,9.23,0.43,18.08,4.44,60,Satisfactory
0,0,0,0,0,1,0,0,0,2019-07-17,22.29,61.44,5.68,13.96,10.94,9.85,0.36,22.08,1.91,68,Satisfactory
0,0,0,0,0,1,0,0,0,2019-07-18,26.43,83.02,3.1,14.91,9.98,15.54,0.41,25.61,3.64,70,Satisfactory
0,0,0,0,0,1,0,0,0,2019-07-19,31.27,73.21,3.03,17.52,11.18,14.75,0.46,30.58,6.11,89,Satisfactory
0,0,0,0,0,1,0,0,0,2019-07-20,20.12,38.84,2.58,13.94,8.86,14.52,0.43,30.44,3.96,64,Satisfactory
0,0,0,0,0,1,0,0,0,2019-07-21,14.08,36.16,2.62,13.32,8.47,10.86,0.41,25.58,2.23,54,Satisfactory
0,0,0,0,0,1,0,0,0,2019-07-22,12.01,37.69,3.63,15.41,10.45,9.86,0.46,21.49,3.31,48,Good
0,0,0,0,0,1,0,0,0,2019-07-23,8.13,27.42,2.51,10.58,7.35,8.31,0.35,22.08,1.56,48,Good
0,0,0,0,0,1,0,0,0,2019-07-24,10.24,33.46,2.75,11.32,8.04,6.89,0.37,21.22,2.22,47,Good
0,0,0,0,0,1,0,0,0,2019-07-25,12.86,34.31,3.65,12.51,9.19,8.83,0.42,18.8,1.72,49,Good
0,0,0,0,0,1,0,0,0,2019-07-26,14.72,37.9,3.89,14.61,10.63,20.96,0.38,15.66,1.64,50,Good
0,0,0,0,0,1,0,0,0,2019-07-27,12.96,32.82,2.56,11.87,8.24,9.57,0.36,19.4,0.66,47,Good
0,0,0,0,0,1,0,0,0,2019-07-28,13.46,32.98,2.38,11.57,8.08,7.3,0.36,19.12,0.66,47,Good
0,0,0,0,0,1,0,0,0,2019-07-29,8.99,24.55,2.31,11.77,8.17,7.06,0.37,18.19,0.53,42,Good
0,0,0,0,0,1,0,0,0,2019-07-30,8.48,16.54,2.8,12.12,8.76,9.02,0.3,17.98,0.55,35,Good
0,0,0,0,0,1,0,0,0,2019-07-31,10.95,24.67,3.45,13.33,9.93,10.54,0.37,16.46,1.16,37,Good
0,0,0,0,0,1,0,0,0,2019-08-01,10.31,22.89,3.84,14.94,10.97,6.75,0.42,14.78,0.58,41,Good
0,0,0,0,0,1,0,0,0,2019-08-03,6.75,12.53,2.95,11.92,8.49,4.52,0.33,14.61,0.7,39,Good
0,0,0,0,0,1,0,0,0,2019-08-04,6.24,12.61,2.92,12.57,8.68,4.28,0.3,17.5,0.98,36,Good
0,0,0,0,0,1,0,0,0,2019-08-05,7.95,16.23,3.65,12.93,9.21,13.28,0.33,17.12,0.6,37,Good
0,0,0,0,0,1,0,0,0,2019-08-06,10.01,21.56,3.66,15.18,10.9,20.31,0.46,13.9,0.67,51,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-07,9.72,20.37,4.1,16.76,12.04,16.85,0.38,12.08,0.62,46,Good
0,0,0,0,0,1,0,0,0,2019-08-08,12.45,31.7,3.46,19.4,12.81,14.56,0.42,14.47,1.06,47,Good
0,0,0,0,0,1,0,0,0,2019-08-09,12.46,36.39,2.33,13.58,8.84,13.47,0.36,18.47,1.26,46,Good
0,0,0,0,0,1,0,0,0,2019-08-10,11.94,36.04,2.51,15.1,10.03,8.7,0.32,19.37,0.54,45,Good
0,0,0,0,0,1,0,0,0,2019-08-11,17.37,49.51,3.48,16.94,11.86,11.66,0.37,18.34,0.7,50,Good
0,0,0,0,0,1,0,0,0,2019-08-12,24.17,66.23,3.75,19.45,13.34,14.58,0.45,16.93,3.69,63,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-13,29.79,83.11,6.46,29.89,20.72,21.21,0.42,13.8,4.22,72,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-14,23.12,65.91,6.59,25.02,18.15,21.06,0.36,16.9,2.95,75,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-15,19.11,52.66,4.92,21.68,15.07,23.05,0.31,15.36,0.97,58,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-16,17.17,56.16,7.61,24.22,17.62,19.31,0.38,14.63,0.98,53,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-17,23.03,78.62,6,24.44,16.82,19.41,0.38,17.03,2.3,69,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-18,29.92,96.6,8.22,32.88,23.36,19.28,0.42,14.02,7.67,89,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-19,25.94,75.83,7.42,30.57,21.82,27.35,0.37,15.29,6.69,85,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-20,31.38,86.73,10.74,29.66,23.12,22.3,0.48,13.77,5.56,82,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-21,27.23,79.58,5.89,23.96,17.12,21.82,0.53,15.79,2.94,75,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-22,20.35,56.42,3.97,19.28,13.24,28.92,0.52,18.38,2.03,67,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-23,23.71,61.82,3.87,16.82,12.13,24.21,0.43,18.8,2.99,65,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-24,14.82,48.14,5.14,16.19,11.5,25.25,0.28,19.58,1.95,51,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-25,14.89,36.89,4.84,17.27,11.82,17.83,0.37,20.59,1.21,51,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-26,17.16,51.14,4.2,19.36,12.3,12.11,0.38,19.4,1.37,52,Satisfactory
0,0,0,0,0,1,0,0,0,2019-08-27,18.86,65.41,3.16,15.9,9.84,11.57,0.38,22.29,1.43,65,Satisfactory
